Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	WO 162/32				Conference on organisation of women employed by the Army	1917 Jan 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357198
>>>>>> 	WO 162/33				Conference on organisation of women employed by the Army	1917 Jan 15	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357199
>>>>>> 	WO 162/34				Recruitment of women for certain Corps with the United States Forces in France: Minutes of conferences.	1917 Mar-1918 Oct	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357200
>>>>>> 	WO 162/35				Payment of women Doctors: Minutes and correspondence	1917 June 6-Sept 21	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357201
>>>>>> 	WO 162/36				Employment of the General Service Section of the VAD in France: Conference	1917 July 30	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357202
>>>>>> 	WO 162/37				Employment of women: Correspondence	1917 Oct 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357203
>>>>>> 	WO 162/38				Enrolment of women already employed by the Army: Draft Army Council Instruction	1917 Nov-Dec	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357204
>>>>>> 	WO 162/39				Hostels and accommodation: General correspondence	1918 May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357205
>>>>>> 	WO 162/40				Co-ordinating Conference of Women's Corps: Meetings.	1918 June-1919 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357206
>>>>>> 	WO 162/41				Women War Workers Resettlement Committee: Reports	1918 Nov	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357207
>>>>>  				Queen Mary's Army Auxiliary Corps			 								C110374
>>>>>> 	WO 162/42				Representative of QMAAC, WRNS and the Ministry of Labour: Minutes of conference	1917 Oct-1918 June	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357208
>>>>>> 	WO 162/43				Posting of six members to the No 15 Canadian Hospital, Taplow, Bucks.	1918 Feb-July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357209
>>>>>> 	WO 162/44				Transfer of members to the WRAF and WRNS	1918 May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357210
>>>>>> 	WO 162/45				Suggestions for recruiting	1918 June 22	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357211
>>>>>> 	WO 162/46				Request for the total number serving in Great Britain and France	1918 July 4-July 13	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357212
>>>>>> 	WO 162/47				Visit of the Duchess of Atholl to France.	1918 Aug 14-Oct 2	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357213
>>>>>> 	WO 162/48				Number of women enrolled	1918 Sept 19-Oct 7	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357214
>>>>>> 	WO 162/49				Issue of greatcoats and patrols: Minutes and memorandums.	1919 Feb-Mar	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357215
>>>>>> 	WO 162/50				Gratuity for deceased officials	1919 Feb 28-Apr 4	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357216
>>>>>> 	WO 162/51				Discharges on medical grounds: Correspondence	1919 Mar-May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357217
>>>>>> 	WO 162/52				QMAAC's working with the American Expeditionary Force: Thanks letters from the Controller-in-Chief to Colonel David L. Stone	1919 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357218
>>>>>> 	WO 162/53				Demobilisation: strength and progress	1919 July 16-Oct 21	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357219
>>>>>> 	WO 162/54				Overseas settlements of members	1919 Aug-Dec	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357220
>>>>>  				Women's Auxiliary Army Corps			 								C110375
>>>>>> 	WO 162/55				Recruiting: Correspondence from the National Service Department to the Director	1917 Apr-June	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357221
>>>>>> 	WO 162/56				Conference on, held at the War Office	1917 June 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357222
>>>>>> 	WO 162/57				Rates of pay: Draft Army Council Instruction	1917	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357223
>>>>>> 	WO 162/58				Rates of pay: Administrators in France	1917 July 18	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357224
>>>>>> 	WO 162/59				Mobile and Immobile Branches: Army Council Instruction, 1917.	1917 Oct-Dec	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357225
>>>>>> 	WO 162/60				Recruitment for the Royal Flying Corps: Minutes	1917 Nov	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357226
>>>>>> 	WO 162/61				'Injuries in War' forms and memorandum	1918 Jan-Feb	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357227
>>>>>> 	WO 162/62				Lists of motor drivers	1918 Jan-Mar	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357228
>>>>>> 	WO 162/63				Publication of reports to be made by two visiting Commissioners in France: Letter from the Ministry of Labour	1918 Mar 2-Mar 5	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357229
>>>>>> 	WO 162/64				Conditions of, in France: Press statements	1918 Mar	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357230
>>>>>> 	WO 162/65				Recommendations for Honours etc.	1918 Dec-1919 Dec	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357231
>>>>   				DARDANELLES			 								C51786
>>>>>> 	WO 162/66				Sick and wounded: Letters, telegrams and printed matter	1915 May-July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357232
>>>>>> 	WO 162/67				Medical arrangements: Telegrams	1915 June-Sept	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357233
>>>>>> 	WO 162/68				Medical arrangements: Telegrams	1915 Oct-Dec	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357234
>>>>>> 	WO 162/69				Strengths of Divisions, MEF: Reports	1915 Aug	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357235
>>>>   				ITALY			 								C51787
>>>>>> 	WO 162/70				Meetings of Military Members: Reports.	1917 Oct 28-Nov 30	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357236
>>>>   				ADDENDA			 								C51788
>>>>>> 	WO 162/71				New Army: proposed formation	1914 Nov.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357237
>>>>>> 	WO 162/72				Strength of Dardanelles forces and Mediterranean Expeditionary Force: information supplied for Progress Report	1915 Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357238
>>>>>> 	WO 162/73				Medals and Clasps Tribunal	1920 Sept.-Dec.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357239
>>>>   				CORONATION OF THEIR MAJESTIES KING GEORGE V AND QUEEN MARY			 								C51789
>>>>>> 	WO 162/74				Orders by Field Marshal Viscount Kitchener of Khartoum	1911	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357240
>>>>>> 	WO 162/75				War Office arrangements A1697	1911	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357241
>>>>>> 	WO 162/76				The Coronation Progress to Westminister Abbey, June 23rd.	1911	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357242
>>>>>> 	WO 162/77				The Royal Progress from Buckingham Palace, June 23rd.	1911	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357243
>>>>   				FUNERAL OF HIS LATE MAJESTY KING GEORGE V			 								C51790
>>>>>> 	WO 162/78				Ceremony of Lying in State, Jan. 28th.	1936	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357244
>>>>   				CORONATION OF THEIR MAJESTICS KING GEORGE VI AND QUEEN ELIZABETH			 								C51791
>>>>>> 	WO 162/79				Coronation Orders by Field Marshal the Earl of Cavan	1937	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357245
>>>>>> 	WO 162/80				Carriage Processions: War Office Instructions	1937	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357246
>>>>>> 	WO 162/81				Summary of Action taken by the War Office, 1937	1952	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357247
>>>>>> 	WO 162/82				Coronation Executive Committee: Minutes of meeting of Sub-committee for Overseas Troops	1936	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357248
>>>>>> 	WO 162/83				Troops required for street lining	1936	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357249
>>>>>> 	WO 162/84				Procession: times and route	1936	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357250
>>>>>> 	WO 162/85				Inclusion of Marshalmen and Boatmen in the Coronation Procession	1936	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357251
>>>>>> 	WO 162/86				Marshalling Officers' conference and instructions	1937	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357252
>>>>>> 	WO 162/87				Coronation notes	1937	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357253
>>>>>> 	WO 162/88				Coronation diary	1937	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357254
>>>>   				COMMITTEE ON DRAFTS FOR INDIA AND THE COLONIES			 								C51792
>>>>>> 	WO 162/89				Index of proceedings, 1892-1906, and minutes of proceedings, 1904-1906	1906-1907	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357255
>>>>>> 	WO 162/90				Minutes of proceedings	1907-1908	 	Indexed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357256
>>>>>> 	WO 162/91				Minutes of proceedings	1909-1911	 	Indexed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357257
>>>>>> 	WO 162/92				Minutes of proceedings and report	1911-1914	 	Indexed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357258
>>>>>> 	WO 162/93				Infantry Units and drafts for India, 1919-1920	1920	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357259
>>>>   				MEDALS			 								C51793
>>>>>> 	WO 162/94				Board of General Officers on claims for medals: minutes of proceedings	1847-1857	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357260
>>>>>> 	WO 162/95				Decision Book: miscellaneous medals	1899-1914	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357261
>>>>>> 	WO 162/96				Decision Book: South Africa Medals and others	1900-1917	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357262
>>>>>> 	WO 162/97				Important Decisions Book: South Africa Medals	1903-1920	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357263
>>>>   				SOUTH AFRICAN WAR 1899-1900			 								C51794
>>>>>> 	WO 162/98				Conditions of Service of South African and other Overseas Contingents in the South African War 1899-1900	1904	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357264
>>>>   				WELLINGTON COLLEGE			 								C51795
>>>>>> 	WO 162/99				Correspondence with the governing body and with various senior officers	1877-1878	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357265
>>>>   				BATTLE CASUALTIES: STATISTICAL RETURNS			 								C51796
>>>>>> 	WO 162/100				Aden	1942 July-1945 Nov.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357266
>>>>>> 	WO 162/101				Aegean	1943 Oct-1944 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357267
>>>>>> 	WO 162/102				All theatres	1940 Nov.-1943 Oct.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357268
>>>>>> 	WO 162/103				Balkans, excluding Greece	1944 June-1945 May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357269
>>>>>> 	WO 162/104				Bermuda	1945 Mar.-1946 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357270
>>>>>> 	WO 162/105				British West Indies, Faroe Islands, Gibraltar, Madagascar, Malaya and Port Stanley	1941 Dec.-1944 Nov.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357271
>>>>>> 	WO 162/106				Burma, China, Hong Kong, Malaya, Netherlands East Indies and Singapore: prisoners of war and posted missing	1943 Apr.-1944 Feb.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357272
>>>>>> 	WO 162/107				Burma: 4th phase	1944 Dec.-1945 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357273
>>>>>> 	WO 162/108				Caribbean, North and South	1942 Sept.-1945 Feb.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357274
>>>>>> 	WO 162/109				Caribbean, South	1945 Mar.-1946 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357275
>>>>>> 	WO 162/110				Ceylon	1941 May-1947 Apr.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357276
>>>>>> 	WO 162/111				Ceylon	1942 July-1946 Oct.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357277
>>>>>> 	WO 162/112				East Africa	1941 Dec.-1946 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357278
>>>>>> 	WO 162/113				East Africa	1942 May-1944 May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357279
>>>>>> 	WO 162/114				East Africa	1942 July-1945 Feb.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357280
>>>>>> 	WO 162/115				East Africa	1944 Aug.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357281
>>>>>> 	WO 162/116				Europe: Western and North Western including Northern and Southern France	1944 June-1945 May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357282
>>>>>> 	WO 162/117				Falkland Islands	1942 July-1944 Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357283
>>>>>> 	WO 162/118				Far East: Army and native	1945 Oct.-1946 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357284
>>>>>> 	WO 162/119				Gibraltar	1941 Dec.-1946 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357285
>>>>>> 	WO 162/120				Gibraltar	1942 July-1945 June	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357286
>>>>>> 	WO 162/121				Greece	1944 Sept.-1945 May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357287
>>>>>> 	WO 162/122				High Commission Territories	1941 Dec.-1946 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357288
>>>>>> 	WO 162/123				High Commission Territories	1942 Aug.-1945 Feb.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357289
>>>>>> 	WO 162/124				India: Jahnsi	1943 Jan.-1945 Oct.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357290
>>>>>> 	WO 162/125				Italian campaign	1943 Sept.-1945 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357291
>>>>>> 	WO 162/126				Italy: American casualties	1944 Apr.-1945 Feb.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357292
>>>>>> 	WO 162/127				Italy	1944 Apr.-1945 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357293
>>>>>> 	WO 162/128				Italy: Polish casualties	1944 May - June	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357294
>>>>>> 	WO 162/129				Italy	1943 Sept.-1944 May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357295
>>>>>> 	WO 162/130				Italy: 5th Army	1941 Dec.-1945 Apr.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357296
>>>>>> 	WO 162/131				Jerusalem	1942 July-1945 May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357297
>>>>>> 	WO 162/132				Libya: 1st to 9th campaigns	1942 May-1943 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357298
>>>>>> 	WO 162/133				Libya: 8th campaign	1943 Jan.-Feb.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357299
>>>>>> 	WO 162/134				Malta	1941 Dec.-1947 Apr.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357300
>>>>>> 	WO 162/135				Malta	1942 July-1945 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357301
>>>>>> 	WO 162/136				Malta and Sicily	1942 Oct.-1943 Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357302
>>>>>> 	WO 162/137				Mauritius	1941 Dec.-1946 Nov.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357303
>>>>>> 	WO 162/138				Mauritius	1942 July-1945 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357304
>>>>>> 	WO 162/139				Middle East: at home and at sea (other ranks)	1939 Sept.-1942 Aug.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357305
>>>>>> 	WO 162/140				Middle East: British, dominion and other troops	1940 Nov.-1941 Dec.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357306
>>>>>> 	WO 162/141				Middle East: British, dominion and other troops	1941 Dec.-1943 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357307
>>>>>> 	WO 162/142				Middle East: British, dominion and other troops	1943 Jan.-1944 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357308
>>>>>> 	WO 162/143				Middle East: British, dominion and other troops	1944 Jan.-1945 Feb.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357309
>>>>>> 	WO 162/144				Middle East	1941 Dec.-1946 Nov.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357310
>>>>>> 	WO 162/145				Middle East	1942 Aug.-1946 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357311
>>>>>> 	WO 162/146				Middle East: Cairo	1943 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357312
>>>>>> 	WO 162/147				Netherlands East Indies	1946 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357313
>>>>>> 	WO 162/148				North Africa	1942 Nov.-1944 Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357314
>>>>>> 	WO 162/149				North Caribbean area	1941 Dec.-1946 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357315
>>>>>> 	WO 162/150				Palestine	1945 Mar.-1946 Apr.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357316
>>>>>> 	WO 162/151				Pantelleria and Lampedusa: British casualties and enemy prisioners of war	1943 June	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357317
>>>>>> 	WO 162/152				Persia-Iraq	1942 Oct.-1945 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357318
>>>>>> 	WO 162/153				Rhodesia	1942 Aug.-1944 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357319
>>>>>> 	WO 162/154				Southern France	1944 Aug. Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357320
>>>>>> 	WO 162/155				Southern Tunisia: 1st campaign	1943 Mar.-May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357321
>>>>>> 	WO 162/156				Southern Tunisia: 2nd campaign	1943 Apr.-June	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357322
>>>>>> 	WO 162/157				West Africa	1941 Dec.-1946 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357323
>>>>>> 	WO 162/158				West Africa	1942 July-1945 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357324
>>>>>> 	WO 162/159				British (UK) Army including womens' service based in United Kingdom	1939 Sept.-1945 May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357325
>>>>>> 	WO 162/160				Summary of British/UK army casualties	1939 Sept.-1945 Oct.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357326
>>>>>> 	WO 162/161				British Empire Forces: cumulative totals	1939 Sept.-1946 Aug.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357327
>>>>>> 	WO 162/162				Total cumulative casualties of British Army and Colonial forces	1939 May-1947 Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357328
>>>>>> 	WO 162/163				British and Colonial forces, home and overseas territories, various theatres	1942 June-1945 June	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357329
>>>>>> 	WO 162/164				British Army losses from outbreak of war	1943 Aug.-1944 Feb.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357330
>>>>>> 	WO 162/165				Colonial forces: all theatres	1939 Sept.-1946 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357331
>>>>>> 	WO 162/166				Colonial forces: all theatres	1941 Dec.-1945 Apr.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357332
>>>>>> 	WO 162/167				Colonial forces: deaths from injury	1943 Dec.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357333
>>>>>> 	WO 162/168				Colonial forces: prisioners of war	1943 Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357334
>>>>>> 	WO 162/169				Cyrenaica Defence Force (formerly Libya Arab Force)	1942 Aug. 1945 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357335
>>>>>> 	WO 162/170				Dominions, colonials and native troops: cumulative totals	1939 Sept.-1942 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357336
>>>>   				CASUALTY WASTAGE: STATISTICAL RETURNS			 								C51797
>>>>>> 	WO 162/171				Aden and all East Africa	1940 Feb.-1941 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357337
>>>>>> 	WO 162/172				Burma	1939 Dec.-1944 Apr.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357338
>>>>>> 	WO 162/173				Ceylon	1940 Jan.-1944 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357339
>>>>>> 	WO 162/174				China	1939 Oct.-1944 Apr.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357340
>>>>>> 	WO 162/175				Crete	1941 Mar.-1944 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357341
