Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	DT 11/27	18			Enrolment: nos 68166 - 72175	1960 May 24-1962 Jan 11	 				Open Document, Open Description	Open Immediately			C291548
>>>>   				The Roll of Nurses			 								C22639
>>>>>> 	DT 11/28	19			Enrolment: nos 72176 - 76175	1962 Jan 11-1963 July 1	 				Open Document, Open Description	Open Immediately			C291549
>>>>>> 	DT 11/29	20			Enrolment: nos 76176 - 80190	1963 July 1-1964 Oct 1	 				Open Document, Open Description	Open Immediately			C291550
>>>>>> 	DT 11/30	21			Enrolment: nos 80191 - 84200	1964 Oct 1-1965 Mar 31	 				Open Document, Open Description	Open Immediately			C291551
>>>>>> 	DT 11/31	22			Enrolment: nos 84201 - 88210	1965 Jan 4-1965 July 12	 				Open Document, Open Description	Open Immediately			C291552
>>>>>> 	DT 11/32	23			Enrolment: nos 88211 - 92210	1965 July 12-1965 Nov 23	 				Open Document, Open Description	Open Immediately			C291553
>>>>>> 	DT 11/33	24			Enrolment: nos 92211-96220	1965 Nov 23-1966 Feb 3	 				Open Document, Open Description	Open Immediately			C291554
>>>>>> 	DT 11/34	25			Enrolment: nos 96221-100230	1966 Feb 3-1966 June 15	 				Open Document, Open Description	Open Immediately			C291555
>>>>>> 	DT 11/35	26			Enrolment: nos 100231-104240	1966 June 21-1966 Dec 20	 				Open Document, Open Description	Open Immediately			C291556
>>>>>> 	DT 11/36	27			Enrolment: nos 104241-108250	1966 Dec 20-1967 June 12	 				Open Document, Open Description	Open Immediately			C291557
>>>>>> 	DT 11/37	28			Enrolment: nos 108251-112260	1967 June 12-1967 Oct 4	 				Open Document, Open Description	Open Immediately			C291558
>>>>>> 	DT 11/38	29			Enrolment: nos 112261-116270	1967 Oct 4-1968 June 7	 				Open Document, Open Description	Open Immediately			C291559
>>>>>> 	DT 11/39	30			Enrolment: nos 116271-120471	1968 June 7-1969 Jan 7	 				Open Document, Open Description	Open Immediately			C291560
>>>>>> 	DT 11/40	31			Enrolment: nos 120472-124671	1969 Jan 7-1969 July 4	 				Open Document, Open Description	Open Immediately			C291561
>>>>>> 	DT 11/41	32			Enrolment: nos 124672-128873	1969 July 4-1970 Feb 6	 				Open Document, Open Description	Open Immediately			C291562
>>>>>> 	DT 11/42	33			Enrolment: nos 128874-133044	1970 Feb 6-1970 Sept 11	 				Open Document, Open Description	Open Immediately			C291563
>>>>>> 	DT 11/43	34			Enrolment: nos 133045-137244	1970 Sept 11-1971 Apr 15	 				Open Document, Open Description	Open Immediately			C291564
>>>>>> 	DT 11/44	35			Enrolment: nos 137245-141444	1971 Apr 15-1971 Dec 2	 				Open Document, Open Description	Open Immediately			C291565
>>>>>> 	DT 11/45	36			Enrolment: nos 141445-143376	1971 Dec 2-1972 Jan 13	 				Open Document, Open Description	Open Immediately			C291566
>>>>   				The Roll of Mental Nurses			 								C22640
>>>>>> 	DT 11/46	1			Enrolment: nos 1-4200	1962 Nov 15-1965 Feb 9	 				Open Document, Open Description	Open Immediately			C291567
>>>>>> 	DT 11/47	2			Enrolment: nos 4201-8407	1965 Feb 9-1966 Apr 4	 				Open Document, Open Description	Open Immediately			C291568
>>>>>> 	DT 11/48	3			Enrolment: nos 8408-12614	1966 Apr 4-1968 Jan 1	 				Open Document, Open Description	Open Immediately			C291569
>>>>>> 	DT 11/49	4			Enrolment: nos 12615-16814	1968 Jan 1-1972 June 9	 				Open Document, Open Description	Open Immediately			C291570
>>>>   				Roll of Nurses for the Mentally Subnormal			 								C22641
>>>>>> 	DT 11/50	1			Enrolment: nos 1-4200	1964 Dec 7-1966 Feb 14	 				Open Document, Open Description	Open Immediately			C291571
>>>>>> 	DT 11/51	2			Enrolment: nos 4201-7545	1966 Feb 15-1973 Aug 23	 				Open Document, Open Description	Open Immediately			C291572
