Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	MH 51/44A				Correspondence, reports and notes of examination of witnesses relating to the enquiry into charges brought against Dr. A. B. Maddock and his private asylum at West Malling, Kent. No. 3052	1850 Dec. 1851 Aug. 19	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689918
>>>>>> 	MH 51/44B				Rule books of asylum at Liverpool, Aylesbury, Exeter and Manchester; Report of the Liverpool Royal Lunatic Asylum, 1851-1852	1851-1880	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689919
>>>>>> 	MH 51/45				Special report on Colville House Idiot Institution, Lowestoft, No. 78	1852 Aug. 20	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689920
>>>>>> 	MH 51/46				Special report on Belle Vue House, Devizes. No. 80	1853 Mar. 29	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689921
>>>>>> 	MH 51/47				Special report on the Military Asylum, Chatham. No. 83	1853 July 22	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689922
>>>>>> 	MH 51/48				Report and proposed alterations to the criminal wards of the Bethlem Hospital. Correspondence, etc., relating to the proposed purchase of the hospital site by the Governors of St Thomas's Hospital, and the removal of the Bethlem Hospital to a healthy and suitable locality in the neighbourhood of London. No. 7492	1855 June 11-1865 Apr. 3	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689923
>>>>>> 	MH 51/49				Reports, statistics and correspondence relating to Broadmoor Criminal Lunatic Asylum, and plan of a proposed site for a lunatic establishment near Woking, Surrey. No. 4074	1856-1874	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689924
>>>>>> 	MH 51/50				Report relating to the property of Sophia Pauline Jacobs, lunatic patient in a licensed house, Wyke House, Isleworth, Middlesex. No. 7588	1860 Mar. 27-1863 Nov. 25	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689925
>>>>>> 	MH 51/51				Correspondence and papers relating to the lunatic asylums of Bath and Bridgwater. No. 7174	1862-1875	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689926
>>>>>> 	MH 51/52				Report relating to the case of Louisa Fischer, and her subsequent discharge. No. 2997	1863 Apr. 7-1878 Oct. 7	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689927
>>>>>> 	MH 51/53				Report relating to the death of Thomas Henry in Lancaster County Asylum. No. 7521	1863 May 18-Sept. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689928
>>>>>> 	MH 51/54				Report relating to the property of Mary Weston Slade, a pauper lunatic in the Dorset County Asylum. No. 7539	1863 June 12-1865 Sept. 22	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689929
>>>>>> 	MH 51/55				Report relating to the suicide of George Stapleford of Bethnal Green, Middlesex, and the proposed prosecution of the relieving officer. No. 7598	1863 July 14-1865 Jan. 6	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689930
>>>>>> 	MH 51/56				Correspondence relating to the discharge of Alexander James Latta from Surrey County Asylum. No. 7643	1863 Oct. 1-Oct. 16	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689931
>>>>>> 	MH 51/57				Enquiry into justification for detaining a criminal patient, Helen Englefield, in Northumberland Asylum. No. 7722	1863 Oct. 23-Dec. 24	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689932
>>>>>> 	MH 51/58				Report relating to the case of Mary Ann Ford and the practice of committing insane persons and idiots to gaols. No. 7679	1863 Nov. 2-1864 May 14	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689933
>>>>>> 	MH 51/59				Correspondence, papers and notes of trial, etc., relating to the criminal neglect of lunatic Robert Porter. No. 7689a	1863 Dec. 1-1864 Mar. 14	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689934
>>>>>> 	MH 51/60				Correspondence, papers, etc., relating to the trial of George Victor Townley and his subsequent suicide in Pentonville Gaol. Copy of correspondence with the Secretary of State for the Home Department, and of orders or warrants issued by him, in relating to the case. No. 7716	1863 Dec. 12-1865 Feb. 17	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689935
>>>>>> 	MH 51/61				Reports on the cases of neglected lunatics, William Whitburn and John Henry Kittow. No. 7725/7689a	1863 Dec. 18-1864 Feb. 1	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689936
>>>>>> 	MH 51/62				Correspondence and papers relating to the case of Mary Catherine Whittington a private patient. No. 1026/2963	1865 Jan. 28-1880 July 30	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689937
>>>>>> 	MH 51/63				Contracts for reception of Northampton County and Borough pauper lunatics into Northampton Lunatic Hospital. No. 7616	1866 May 7-1869 Sept. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689938
>>>>>> 	MH 51/64				Correspondence and papers relating to the case of Patrick Lindsey Stuart a single, private patient, and his subsequent discharge. No. 2224/2998	1873 May 14-1890 May 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689939
>>>>>> 	MH 51/65				Correspondence and papers relating to the case of Dermot Robert Wyndham Bourke, Earl of Mayo, a single, private patient and his subsequent discharge. No. 2986	1877 June 25-1879 Aug. 17	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689940
>>>>>> 	MH 51/66				Correspondence and papers relating to the case of Osgood Hanbury, a private patient, and his subsequent discharge. No. 2957	1877 Oct. 6-1878 Mar. 2	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689941
>>>>>> 	MH 51/67				Correspondence and papers relating to the case of Anne Catherine Savory, a private patient. No. 2978	1877 Nov. 17-1880 Oct. 12	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689942
>>>>>> 	MH 51/68				Illegal reception of lunatics by Mary Dix and her son Walter Dix at Totton, near Southampton. No. 20658	1886 Jan. 18-May 5	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689943
>>>>>> 	MH 51/69				Copy report of Winchester Visiting Committee concerning their visit to Hampshire County Asylum. No. 22234	1890 Dec. 6-Dec. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689944
>>>>>> 	MH 51/70				Papers, etc., of the Home Office relating to police action in cases of delirium tremens and Police Regulations regarding cases of lunacy. No. 23847	1894 Oct. 31-Nov. 23	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689945
>>>>>> 	MH 51/71				Correspondence relating to alleged lunatics detained at R. D. Hurd's private asylum Portland Grange, Matlock. No. 27206	1902 July 22-1909 Sept. 27	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689946
>>>>>> 	MH 51/72				Alleged illegal charge of patients at St. John's Nursing Institute, Upper Holloway, London. No. 27244	1902 Sept. 25-1911 Sept. 14	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689947
>>>>>> 	MH 51/73				Proposed prosecution of Mary Canning of Hove, Sussex, for illegal charge of Julia Phillips. No. 27333	1902 Oct. 15-1903 Mar. 16	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689948
>>>>>> 	MH 51/74				Alleged illegal charge of Lilian de Lacy White and other patients at Alltofts, Normanton, Yorkshire. No. 301186	1908 Nov. 30-1909 Jan. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689949
>>>>>> 	MH 51/75				Detention of lunatics in workhouses; letter from the Home Office asking for Commissioners' observations relating to correspondence with East Grinstead Union. No. 30057/2384	1908 Dec. 23-1909 May 27	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689950
>>>>>> 	MH 51/76				Correspondence relating to Isabella Docker and her sister Kate Crossley, deceased, and dismissal of a reception order for Isabella Docker. No. 30113	1909 Feb. 26-May 22	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689951
>>>>>> 	MH 51/77				Dismissal of a reception order, presented by Dr. C. Frazer Nash, for Ada Jane Foster. No. 30099	1909 Feb. 28-Mar. 20	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689952
>>>>   				Research Grants			 	Grants allocated by the Board of Control to further research in mental diseases.							C37465
>>>>>> 	MH 51/78				Proceedings of meetings, memoranda, correspondence, etc. relating to state aid for scientific research in mental disease and mental defect.	1912 Dec. 13-1914 Jan. 17	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689953
>>>>>> 	MH 51/79				Request, sent to Wakefield Asylum by the Board of Control, for views and suggestions relating to the disposal of the grant in aid of scientific research. No. 308/19/1	1914 Mar. 25-Dec. 4	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689954
>>>>>> 	MH 51/80				Request, sent to Manchester University by the Board of Control, for views and suggestions relating to the disposal of the grant in aid of scientific research. No. 308/11/1	1914 Mar.25 - Dec. 5	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689955
>>>>>> 	MH 51/81				Report submitted by a committee member, Dr. Coupland, relating to the grant in aid of research. No. 308/25	1914 July 10	 	A committee (known as the Medical Research Committee) appointed to advise the Board of Control as to the type of research it would be advisable to encourage.			Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689956
>>>>>> 	MH 51/82				Proceedings of meetings of the committee on research. No. 308/32	1914 July 30-1915 May 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689957
>>>>>> 	MH 51/83				Proposal to utilize the grant for research by permitting Dr. H. S. Gettings to continue his enquiry into asylum dysentery. No. 308/19/2	1914 Dec. 25-1915 Aug. 2	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689958
>>>>>> 	MH 51/84				Board of Control's recommendation in favour of Manchester University's scheme; request for details of research work at other centres which the Board had supported by grant. No. 308/11/2	1915 Jan. 15-Feb. 15	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689959
>>>>>> 	MH 51/85				Medical Research Committee's observations on manner in which the Board allocated a grant to Manchester University's scheme. No. 308/11/3	1915 Feb. 26-Mar. 4	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689960
>>>>>> 	MH 51/86				Report by Dr. Bond of his interview with Dr. W. Morley Fletcher relating to the investigation of dysentery by the Medical Research Committee No. 308/19/3	1915 June 8-Sept. 28	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689961
>>>>>> 	MH 51/87				Correspondence and memoranda of meeting relating to the allocation of a grant for the year 1919-1920. No. 308/2	1919 Oct. 13-Dec. 15	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689962
>>>>>> 	MH 51/88				Correspondence and memoranda of meeting relating to the allocation of a grant for the year 1920-1921. No. 308/5	1920 Oct. 11-Dec. 7	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689963
>>>>>> 	MH 51/89				Correspondence relating to the merging of the grant in the next financial year 1921-1922, with that of the Medical Research Council. No. 308/6	1921 Jan. 1-June 23	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689964
>>>>   				Returns relating to Insane Prisoners in Gaols			 								C37466
>>>>>> 	MH 51/90				Abingdon County Gaol, Berkshire	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689965
>>>>>> 	MH 51/91				Barnstable Borough Gaol, Devonshire	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689966
>>>>>> 	MH 51/92				Bath City Gaol, Somerset	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689967
>>>>>> 	MH 51/93				Beaumaris Gaol, Anglesey	1858 Mar. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689968
>>>>>> 	MH 51/94				Beccles House of Correction, Suffolk	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689969
>>>>>> 	MH 51/95				Bedford County Gaol	1858 Mar. 12	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689970
>>>>>> 	MH 51/96				Berwick on Tweed Gaol, Northumberland	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689971
>>>>>> 	MH 51/97				Beverley House of Correction, Yorkshire	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689972
>>>>>> 	MH 51/98				Bideford Borough Gaol, Devonshire	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689973
>>>>>> 	MH 51/99				Birmingham Borough Gaol, Warwickshire	1858 Mar. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689974
>>>>>> 	MH 51/100				Brecon County Gaol	1858 Mar. 12	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689975
>>>>>> 	MH 51/101				Bristol City Gaol, Gloucestershire	1858 Mar. 13	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689976
>>>>>> 	MH 51/102				Buckinghamshire County Gaol	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689977
>>>>>> 	MH 51/103				Bury St. Edmunds County Gaol, Suffolk	1858 Mar. 15	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689978
>>>>>> 	MH 51/104				Cambridge Borough Gaol	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689979
>>>>>> 	MH 51/105				Cambridge County Gaol	1858 Mar. 12	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689980
>>>>>> 	MH 51/106				Canterbury County Gaol, Kent	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689981
>>>>>> 	MH 51/107				Canterbury City Gaol, Kent	1858 Mar. 13	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689982
>>>>>> 	MH 51/108				Cardiff County Gaol, Glamorganshire	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689983
>>>>>> 	MH 51/109				Cardigan County Gaol	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689984
>>>>>> 	MH 51/110				Carnarvon County Gaol	1858 Mar. 12	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689985
>>>>>> 	MH 51/111				Coventry County Gaol, Warwickshire	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689986
>>>>>> 	MH 51/112				Chester County Gaol at Chester Castle	1858 Mar. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689987
>>>>>> 	MH 51/113				Chester City Gaol	1858 Mar. 12	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689988
>>>>>> 	MH 51/114				Cold Bath Fields House of Correction Middlesex	1858 Mar. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689989
>>>>>> 	MH 51/115				Cornwall County Gaol	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689990
>>>>>> 	MH 51/116				Cumberland County Gaol	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689991
>>>>>> 	MH 51/117				Denbigh County Gaol	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689992
>>>>>> 	MH 51/118				Derby County Gaol	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689993
>>>>>> 	MH 51/119				Devizes House of Correction, Wiltshire	1858 Mar. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689994
>>>>>> 	MH 51/120				Devon County Gaol	1858 Mar. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689995
>>>>>> 	MH 51/121				Devonport Borough Gaol, Devonshire	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689996
>>>>>> 	MH 51/122				Dorset County Gaol	1858 Mar. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689997
>>>>>> 	MH 51/123				Dover Borough Gaol, Kent	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689998
>>>>>> 	MH 51/124				Durham County Gaol	1858 Mar. 13	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1689999
>>>>>> 	MH 51/125				Ely House of Correction, Cambridgeshire	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690000
>>>>>> 	MH 51/126				Essex County Gaol	1858 Mar. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690001
>>>>>> 	MH 51/127				Exeter City Gaol	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690002
>>>>>> 	MH 51/128				Falkingham House of Correction, Lincolnshire	1858 Mar. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690003
>>>>>> 	MH 51/129				Flint County Gaol	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690004
>>>>>> 	MH 51/130				Gloucester County Gaol	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690005
>>>>>> 	MH 51/131				Gloucester City Gaol	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690006
>>>>>> 	MH 51/132				Grantham Borough Gaol, Lincolnshire	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690007
>>>>>> 	MH 51/133				Hampshire County Gaol	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690008
>>>>>> 	MH 51/134				Herefordshire County Gaol	1858 Mar. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690009
>>>>>> 	MH 51/135				Hertfordshire County Gaol, and House of Correction	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690010
>>>>>> 	MH 51/136				Huntingdonshire County Gaol	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690011
>>>>>> 	MH 51/137				Ilford House of Correction, Essex	1858 Mar. 12	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690012
>>>>>> 	MH 51/138				Ipswich County Gaol, Suffolk	1858 Mar. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690013
>>>>>> 	MH 51/139				Ipswich Borough Gaol, Suffolk	1858 Mar. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690014
>>>>>> 	MH 51/140				Kings Lynn Borough Gaol, Norfolk	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690015
>>>>>> 	MH 51/141				Kingston upon Hull Gaol, Yorkshire	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690016
>>>>>> 	MH 51/142				Kirkdale House of Correction, Lancaster	1858 Mar. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1690017
