Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	LAB 17/421	3/stats 261/1965			Proposal for enlarging Northern Ireland's sample	1965-1969	 				Open Document, Open Description	Open Immediately			C2015615
>>>>>> 	LAB 17/422	3/stats 271/1965			Arrangements for carrying out 1967 survey	1966-1968	 				Open Document, Open Description	Open Immediately			C2015616
>>>>>> 	LAB 17/423	3/stats 272/1965			Computer arrangements for 1967 survey	1966-1968	 				Open Document, Open Description	Open Immediately			C2015617
>>>>>> 	LAB 17/424	3/stats 273/1965			Request for information from Greater London Council planning department	1965-1968	 				Open Document, Open Description	Open Immediately			C2015618
>>>>>> 	LAB 17/425	3/stats 274/1965			Expansion of survey in 1968: proposals for enlarging sample of households in the survey	1965-1968	 				Open Document, Open Description	Open Immediately			C2015619
>>>>>> 	LAB 17/1	H.Q.476/3/1918			Cost of Living of the Working Classes Committee, 1918: report on actual increase since June 1914	1918-1919	 				Open Document, Open Description	Open Immediately			C2015195
>>>>>> 	LAB 17/2	Stats.773/1926			Budget Enquiry Committee (Family Budget Enquiry, 1927): constitution and collection of family budgets	1926-1927	 				Open Document, Open Description	Open Immediately			C2015196
>>>>>> 	LAB 17/3	Stats.226/1935			Labour displacement: Parliamentary Secretary's report on effect of introduction of machinery; information reports by Statistics Branch regarding rationalization in industry, etc.	1929-1937	 				Open Document, Open Description	Open Immediately			C2015197
>>>>>> 	LAB 17/4	Stats.253/1948			Economic consequences of receiving no European Recovery Programme Aid: draft memorandum, correspondence and calculation of unemployment figure given in memorandum	1948	 				Open Document, Open Description	Open Immediately			C2015198
>>>>>> 	LAB 17/110	Stats. 792/1943			Employment of Persons with professional qualifications - enquiry	1943-1944	 				Open Document, Open Description	Open Immediately			C2015304
>>>>>> 	LAB 17/111				Number not used	.	 								C2015305
>>>>>> 	LAB 17/112	Stats. 880/1942			Post-War Employment etc. 1918-1925 - memorandum	1942	 				Open Document, Open Description	Open Immediately			C2015306
>>>>>> 	LAB 17/113	Stats. 558/1943			Request Statistics by Ministry of Town & Country Planning. for certain areas of Great Britain from 1929 - of employment	1943-1947	 				Open Document, Open Description	Open Immediately			C2015307
>>>>>> 	LAB 17/114	Stats. 642/1943			Estimated number of Juveniles available for employment, 1943-1960.	1943-1944	 				Open Document, Open Description	Open Immediately			C2015308
>>>>>> 	LAB 17/115	Stats. 765/1943			Report on methods of compiling vacancy statistics at local offices.	1943-1944	 				Open Document, Open Description	Open Immediately			C2015309
>>>>>> 	LAB 17/116	Stats. 1125/1929 1939			Social Survey of Merseyside	1929-1944	 				Open Document, Open Description	Open Immediately			C2015310
>>>>>> 	LAB 17/117	STATS/290/1934			Home Office on policy for inclusion of police pay in Ministry of Labour statistics.	1933-1934	 				Open Document, Open Description	Open Immediately			C2015311
>>>>>> 	LAB 17/118	STATS/801/1942			Policy of reviewing non-official publications in M.O.L. Gazette.	1934-1960	 				Open Document, Open Description	Open Immediately			C2015312
>>>>>> 	LAB 17/119	STATS/812/1937			Possibility of producing regular statistical tables of unemployed in Special and Depressed Areas.	1935-1937	 				Open Document, Open Description	Open Immediately			C2015313
>>>>>> 	LAB 17/120	STATS/1179/1939			Local Employment Index. Revision of basis of calculating percentages of unemployed.	1936-1939	 				Open Document, Open Description	Open Immediately			C2015314
>>>>>> 	LAB 17/121	STATS/114/1953			Revised procedure for counting unemployment. Comparisons with figures for earlier dates.	1937-1959	 				Open Document, Open Description	Open Immediately			C2015315
>>>>>> 	LAB 17/122	STATS/702/6/1938			Suggestions for supplementing information published in M.O.L. Gazette about trends of pension schemes introduced.	1938	 				Open Document, Open Description	Open Immediately			C2015316
>>>>>> 	LAB 17/123	STATS/681/1939			Suggestion to group Exchanges for the purposes of unemployment percentages.	1938-1939	 				Open Document, Open Description	Open Immediately			C2015317
>>>>>> 	LAB 17/124	STATS/758/3/1940			Results of Earnings Enquiry	1940-1941	 				Open Document, Open Description	Open Immediately			C2015318
>>>>>> 	LAB 17/125	STATS/383/1842			Committee on Social Insurance requests particulars of working class expenditure as shown in budget collected, 1937-1938.	1942	 				Open Document, Open Description	Open Immediately			C2015319
>>>>>> 	LAB 17/126	STATS/971/1942			Earnings Enquiry's proposed examination of working hours.	1942-1943	 				Open Document, Open Description	Open Immediately			C2015320
>>>>>> 	LAB 17/127	STATS/269/1943			Enquiry into absence from work	1942-1945	 				Open Document, Open Description	Open Immediately			C2015321
>>>>>> 	LAB 17/128	STATS/573/1943			Result of Earnings Enquiry	1943	 				Open Document, Open Description	Open Immediately			C2015322
>>>>>> 	LAB 17/129	STATS/722/1943			Restriction on entry into particular employment provisions in collective agreements.	1943	 				Open Document, Open Description	Open Immediately			C2015323
>>>>>> 	LAB 17/130	STATS/354/1943			Statistics of employment and unemployment in the first year of the war.	1943-1945	 				Open Document, Open Description	Open Immediately			C2015324
>>>>>> 	LAB 17/131	STATS/552/1954			Balfour Committee on Industry and Trade: questionnaire regarding government statistics.	1927-1928	 				Open Document, Open Description	Open Immediately			C2015325
>>>>>> 	LAB 17/132	STATS/1045/1933			Suggested enquiry into wages in connection with Census of Production, 1933.	1932-1935	 				Open Document, Open Description	Open Immediately			C2015326
>>>>>> 	LAB 17/133	STATS/240/1933			Report of enquiry by headquarters inspectorate into allegations of the Standing Advisory Committee on the Port Transport Industry accuracy of the statistics for the dock industry.	1933-1937	 				Open Document, Open Description	Open Immediately			C2015327
>>>>>> 	LAB 17/134	STATS/743/1937			Correspondence regarding the 1935 Earnings Enquiry between the Treasury, National Confederation of Employers Organisations and The Engineering and Allied Employers National Federation.	1935-1937	 				Open Document, Open Description	Open Immediately			C2015328
>>>>>> 	LAB 17/135	STATS/894/1936			Proposed enquiry into 'Distribution of Earnings, 1938'.	1935-1958	 				Open Document, Open Description	Open Immediately			C2015329
>>>>>> 	LAB 17/136	STATS/130/1938			Enquiry into earnings and hours of labour of workers employed in the general rubber goods and rubber proofing industries in August, 1937.	1938	 				Open Document, Open Description	Open Immediately			C2015330
>>>>>> 	LAB 17/137	STATS/723/1940			Old Age and Widows' Pension Act, 1940: statistics relating to women aged 60 and over who ceased to be insurable under the Unemployment Insurance Act at 1 July, 1940	1940-1944	 				Open Document, Open Description	Open Immediately			C2015331
>>>>>> 	LAB 17/138	STATS/1026/1940			Unemployment as a result of enemy air attack.	1940-1945	 				Open Document, Open Description	Open Immediately			C2015332
>>>>>> 	LAB 17/139	STATS/401/1941			Results of enquiry into average earnings, 1940.	1941	 				Open Document, Open Description	Open Immediately			C2015333
>>>>>> 	LAB 17/140	STATS/216/1955			Statistics on seamen: correspondence with Registrar General of Shipping and Seamen.	1942-1960	 				Open Document, Open Description	Open Immediately			C2015334
>>>>>> 	LAB 17/141	STATS/831/1943			Minutes and correspondence relating to enquiry into earnings and hours, January 1944.	1943-1944	 				Open Document, Open Description	Open Immediately			C2015335
>>>>>> 	LAB 17/142	STATS/114/1944			Result of earnings and hours enquiry, July, 1943.	1944	 				Open Document, Open Description	Open Immediately			C2015336
>>>>>> 	LAB 17/143	STATS/236/1944			Result of earnings and hours enquiry; January, 1944.	1944	 				Open Document, Open Description	Open Immediately			C2015337
>>>>>> 	LAB 17/144	STATS/410/1944			Enquiry into payment of wages or allowances to manual workers during absence through sickness	1944-1945	 				Open Document, Open Description	Open Immediately			C2015338
>>>>>> 	LAB 17/145	STATS/670/1944			Royal Commission on Equal Pay asking for information as to the relationship between the wages of men and women in industrial employment.	1944-1946	 				Open Document, Open Description	Open Immediately			C2015339
>>>>>> 	LAB 17/146	STATS/188/1946			Royal Commission on Population: memoranda regarding wages, cost of living, etc., supplied by Statistics Department.	1944-1949	 				Open Document, Open Description	Open Immediately			C2015340
>>>>>> 	LAB 17/147	Stats 742/1943			Central Statistical Office enquiry as to statistics required after the War and the powers necessary for their collection	1943-1945	 				Open Document, Open Description	Open Immediately			C2015341
>>>>>> 	LAB 17/148	Stats 135/1945			Earnings and hours enquiry, July 1944: results	1945	 				Open Document, Open Description	Open Immediately			C2015342
>>>>>> 	LAB 17/149	Stats 183/1945			International Labour Organization draft form of report on the Convention concerning statistics of wages and hours.	1945	 				Open Document, Open Description	Open Immediately			C2015343
>>>>>> 	LAB 17/150	Stats 185/1945			International Labour Office draft report on war-time employment and wages of women in the U.K.	1945	 				Open Document, Open Description	Open Immediately			C2015344
>>>>>> 	LAB 17/151	Stats 331/1945			Earnings and hours enquiry, January 1945: results	1945	 				Open Document, Open Description	Open Immediately			C2015345
>>>>>> 	LAB 17/152	Stats 124/1945			The Undertakings (Records and Information and Inspection of Premises) Order 1943: Tabulations of Surveys of 'L' Returns from May 1945	1945-1946	 				Open Document, Open Description	Open Immediately			C2015346
>>>>>> 	LAB 17/153	Stats 215/1952			Office of Wages Boards and Councils: amended cycles of wage rates for unskilled workers from December 1944 to 1957	1945-1958	 				Open Document, Open Description	Open Immediately			C2015347
>>>>>> 	LAB 17/154	MPS 639			Turnover of Labour: collection of statistics; questions on 'L' returns.	1948-1956	 				Open Document, Open Description	Open Immediately			C2015348
>>>>>> 	LAB 17/155	MPS 825			Forecasts of industrial distribution of manpower: sources of information necessary; establishment of 1½% sample of Northern Ireland cards exchanged.	1949-1954	 				Open Document, Open Description	Open Immediately			C2015349
>>>>>> 	LAB 17/156	MPS 874			Cotton manpower: comparison of Cotton Board and Ministry of Labour figures.	1949-1956	 				Open Document, Open Description	Open Immediately			C2015350
>>>>>> 	LAB 17/157	MPS 930			War Book: 'L' return scheme	1950-1951	 				Open Document, Open Description	Open Immediately			C2015351
>>>>>> 	LAB 17/158	MPS 996			Cabinet: Manpower Committee; manpower distribution at the peak of industrial mobilisation in a future war.	1950-1951	 				Open Document, Open Description	Open Immediately			C2015352
>>>>>> 	LAB 17/159	MPS 1014			Annual estimates of the age distribution of the working population and occupied proportions 1950-1954.	1951-1955	 				Open Document, Open Description	Open Immediately			C2015353
>>>>>> 	LAB 17/160	MPS 1026			Manpower Committee: working party on long term planning: manpower in a future war; exercise on revised assumption.	1951-1952	 				Open Document, Open Description	Open Immediately			C2015354
